text_komentar,nama_akun
@conservativenasionalists:gebleg sdh miskin mau gayaan ikn mau dibangun spt urunan bangun masjid ampyun dechsdh tak bernurani tak beâ€¦,@conservativenasionalists
@zeromind:ganesha id maksudnya elu mau jd tenaga voulenter buat bangun ikn ya lanjut ring,@zeromind
@melayani:cukup utk membiayai pembangunan ikn,@melayani
@republika.co.id:giring ingin merasakan bagaimana rasanya berkantor di ikn,@republika.co.id
@ðŸ¤¸â€â™‚ðŸ¤¸â€â™€â›¹ï¸â€â™‚â›¹ï¸â€â™€:betul tri tura turunkan harga sembako brantas korupsi batalkan ikn dan tolak penâ€¦,@ðŸ¤¸â€â™‚ðŸ¤¸â€â™€â›¹ï¸â€â™‚â›¹ï¸â€â™€
@dirk:ganesha id ngamuk hahahahahðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ gue happy banget ke ikn bebas dari kadrun ðŸ¤£ðŸ¤£ðŸ˜œðŸ˜œ sâ€¦,@dirk
@harinurulhuda:mulai dipetakan jatah mahasiswa kelak di ikn ðŸ˜‚ðŸ˜‚ðŸ˜‚,@harinurulhuda
@latarnanggroe:pengemis ikn astagfirullah nauzubillahiminzalik,@latarnanggroe
@budiwijaya:ikn ok,@budiwijaya
@antipdiprejimradikalðŸ‘¹:mc ganesha id ikn husus buat cebong hhhhhh,@antipdiprejimradikalðŸ‘¹
@jhinjhun:ekokuntadhi cebong buzerp skalian iuran buat ikn ðŸ¤£ðŸ˜‚ðŸ¤£ðŸ˜‚,@@jhinjhun
@anonymouslyrobertpattinson:harga tiketnya bisa untuk membangun ikn,@anonymouslyrobertpattinson
@muridselamanya:makin gelap aja pembangunan ikn iniklo tdk mungkin lebih baik ditunda aja dulu proyeknya legasi pâ€¦,@muridselamanya
@inlanderðŸ˜ŽndesoðŸ˜Ž:melayu mc ganesha id elo malah ngebodohi publik â— ootout of topic ygâ€¦,@inlanderðŸ˜ŽndesoðŸ˜Ž
@safiraput_ri:pelajar mendukung pemindahan ibu kota negara,@safiraput_ri
@mr.grg.wiliam:indonesia ikn nusantara indon juga maling juga penjajah dengan mutlak juga kepada indonesia indon ikn jakartaâ€¦,@mr.grg.wiliam
@s_erfa:ayoo bong urunan buat ikn,@s_erfa
@#negeriparamafia:dumdum minyak goreng langka kalian pura bahagia solar dibeberapa kota susah kalian pura sentosa pemeriâ€¦,@#negeriparamafia
@lampungpostid:presiden joko widodo bersama gubernur seindonesia baru saja melakukan prosesi penyatuan tanah dan air di titik noâ€¦,@lampungpostid
@srisetyowati:apa perlunya pindah ikn,@srisetyowati
@kangmaido:mc ganesha id ydh sana pindah ke ikn sekalian bantu tebang pohon sama uruk rawa hahhaa,@kangmaido
@dsmarta:asli nggak punya malu nih rezim bangun ikn pake melas kalo blm mampu jangan dipaksa dong,@dsmarta
@bonnie:lo uda urunan buat bikin ikn belum,@bonnie
@antipdiprejimradikalðŸ‘¹:mc ganesha id hhhhh kadrun ga akan nyumbang ikn najis biar para cebong penduduk kolam ajaâ€¦,@antipdiprejimradikalðŸ‘¹
@yusalðŸ‡µðŸ‡¸ðŸ‡¹ðŸ‡·:wehh bisa nih dijadikan kepala ikn khayalan oligarki gak perlu tuh ngemisÂ² dana sama rakyatðŸ¤£ðŸ˜‚,@yusalðŸ‡µðŸ‡¸ðŸ‡¹ðŸ‡·
@yusiasg:pembangunan ikn untuk indonesia maju,@yusiasg
@rindudamai:ganesha id mantap broini lahan buat gedung id mudahan segera terwujud agar para intoleraantiâ€¦,@rindudamai
@baumenyan:lebok ajg di sebut jin buang anak gk nerima akhirnya jadi tempat jin buang sial ikn,@baumenyan
@cnbcindonesia:jokowi bangun ikn duitnya dari mana cek jawaban sri mulyani,@cnbcindonesia
@idntimes:visi jakartaÂ telah disusun dalam rdp tahun,@idntimes
@rindudamai:ganesha yes bro setujuid harus berdiri terlebih dahulu sebelum ikn ini dibangun agar para pemecah beâ€¦,@rindudamai
@susiritonga:wilayah yg masuk dlm rencana tata ruang ikn pastilah akn diambil alih pemerintah secara prosedur pasâ€¦,@susiritonga
@merokett1:ikn untuk indonesia maju,@merokett1
@rahmatnurdiansyah:didu crowd funding ikn ujungujungnya jual beli sunobligasi pertanyaannya apakah telah dipersiapkan demâ€¦,@rahmatnurdiansyah
@dm:mc ganesha id goblok nyakayak punya duit aj bangun ikn aj ngemis ke saudiðŸ¤­ðŸ˜,@dm
@akisuminta:mc ganesha id buahahahahahahahaa njiiir kompaaak seragamdi suruh pindah ke ikn pd ngamukkontoâ€¦,@akisuminta
@shnet:forum tematik bakohumas bin ajak humas kl solid dukung pemindahanÂ ikn,@shnet
@radÃ¨nðŸ—¡ï¸ðŸš¬:yakin klo kotak amal utk ikn ga bakal dicyduk ðŸ˜‚,@radÃ¨nðŸ—¡ï¸ðŸš¬
@rawii:pembangunan ikn di kalimantan timur memberikan dampak positif bagi masyarakat luas dukung pembangunan ikn nusantarâ€¦,@rawii
@ðŸ’—:aaaaa ikn i know now kalau foto manyun manyun gitu namanya noot noot yaaâ•°ï¼¾ï¼¾â•¯ aku bilang nya pose monyong monyong hehe bodoh jeje bodoh,@ðŸ’—
@nojil:didu ora sudi rakyat sumbang ikn dasar pemerintah semprul miskin sok kaya bangun ikn rakyatnya sengsara,@nojil
@andikafajarputra:ikn nusantara menjadi magnet kemajuan bagi bangsa pembangunan ini telah mendapat dukungan dari masyarakat setempatâ€¦,@andikafajarputra
@bamafadara:hmm wait and see dlm politik tdk ada mkn siang gratis semua sdh terskenario dgn baik ada ygâ€¦,@bamafadara
@inlanderðŸ˜ŽndesoðŸ˜Ž:melayu mc ganesha id makanya kadrun ky lu itu ga usah nyumbang ga usâ€¦,@inlanderðŸ˜ŽndesoðŸ˜Ž
@khaerudin_khaer:dah pas itu ikn ibu kendi nusantara ðŸ¤£ðŸ¤£ðŸ¤£,@khaerudin_khaer
@kantahkab.bandung:dengan berbagai kementerianlembaga terkait termasuk dengan kementerian atrbpn ia mengharapkan komunikasi antarâ€¦,@kantahkab.bandung
@kantahkab.bandung:sofyan a djalil juga memaparkan informasi terkini mengenai tata ruang dan pertanahan di wilayah ikn kepada kepalaâ€¦,@kantahkab.bandung
@kantahkab.bandung:bambang susantono dan dhony rahajoe beserta jajaran pertemuan ini berlangsung di ruang rapat menteri kantor kemenâ€¦,@kantahkab.bandung
@kantahkab.bandung:atrbpn with repost ãƒ»ãƒ»ãƒ» menteri agraria dan tata ruangkepala badan pertanahan nasional â€¦,@kantahkab.bandung
@agustyan:pantesan si jokowi mukak nya makin gelisah kemah di ikn cepat cepat pulang nontonâ€¦,@agustyan
@Â°bang_dzoelÂ°:ã‚¹ãƒãŠã‹ãŠã£ã±ã£ã´ãƒ¼ ritual kendi di titik nol ikn menguatkan sosok jokowiâ€¦,@Â°bang_dzoelÂ°
@wahyudjanti88tonggonesherina-nodm:ganesha id ok deh bawa semua kadermu ke ikn yah tp jangan lupa urunan uang utk bangun ikn ring kalâ€¦,@wahyudjanti88tonggonesherina-nodm
@pikiranrakyat:giring ganesha bersarung di ikn seperti jokowi berniat bangun kantor psi jaga ibu kota dari kaum intoleran,@pikiranrakyat
@tanpanama:mc ganesha id yg malu itu cebong ke elu teriak kadrun tapi junjunganmu ngemis ke aâ€¦,@tanpanama
@sakuraraja:recehan yang mau inpes bangun ikn siapa nih akhirnya gak nyuruh rakyat iuran kan kamu aja deh yaâ€¦,@sakuraraja
@ðŸ–¤blackangelðŸ–¤:thanos ganesha id iyalah kan mereka aja yg ngebet mau bangun ikn ya mereka aja lah yg urunan,@ðŸ–¤blackangelðŸ–¤
@fam@indðŸ‡¦ðŸ‡ª:ganesha sdh nyumbang buat ikn belom ganesha ðŸ˜‚,@fam@indðŸ‡¦ðŸ‡ª
@tanpanama:melayu mc ganesha id wawasan lu yg sempit coba mikir masa mau bangun ikn hâ€¦,@tanpanama
@citrapurnama:ikn nusantara akan jadi percontohan kemudahan penerbitan investasi,@citrapurnama
@citrapurnama:pemerintah jamin tak akan ada pengambilan secara paksa,@citrapurnama
@fam@indðŸ‡¦ðŸ‡ª:mc ganesha id betoook kadrun ga boleh ada tempat di ikn karna kadrun gak akan nyumbang sepeseâ€¦,@fam@indðŸ‡¦ðŸ‡ª
@citrapurnama:jika tidak dieksekusi maka pemindahan ikn tidak pernah terjadi,@citrapurnama
@citrapurnama:pelajar mendukung pemindahan ikn,@citrapurnama
@bulansemesta:ksp memastikan pembangunan tahap awal kawasan inti pusat pemerintahan kipp di ibu kota nusantara selesai sesuai tâ€¦,@bulansemesta
@irwanrosid19:kejar cuan utk modali ikn laawan,@irwanrosid19
@akisuminta:mc ganesha id btw lo dh disana bonglo pindah semua ke ikn kanklo bisa cepet ya bonglo ikutanâ€¦,@akisuminta
@arhdattanjung:akhirnya mereka ancam rakyat yang gak mau urunanuntuk menyerahkan sepenuhnya pembangunan ikn kepada nâ€¦,@arhdattanjung
@teman:crab blooon â€¦,@teman
@citrapurnama:dukung ikn nusantara untuk pemerataan,@citrapurnama
@rangkampuang:sok an bikin ikn baru ðŸ¤¦â€â™‚ï¸ sawer dong nkri harga mati,@rangkampuang
@tanpanama:melayu mc ganesha id kalau mmg banyak knp pemerintah sdh mewacanakan pmbangâ€¦,@tanpanama
@citrapurnama:ikn peradaban masa depan generasi muda indonesia,@citrapurnama
@jildhuz:mau ikn baru sita aja kekayaan harta pejabat dan konco konconya serta sanak saudaranya gue yakin cukâ€¦,@jildhuz
@ema:ri kelamaan nih kpk giliran ikn lgsg bentuk satgas preettttt,@ema
@Ù…Ø­Ù…Ø¯Ø¨Ù†Ø¹Ø«Ù…Ø§Ù†Ø¨ÙŠÙ…Ø§Ùˆ:kayaknya bapak presiden mau bikin ikn baru di be pu kampungðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,@Ù…Ø­Ù…Ø¯Ø¨Ù†Ø¹Ø«Ù…Ø§Ù†Ø¨ÙŠÙ…Ø§Ùˆ
@brimobsulteng:transformasi bangsa di ikn nusantara,@brimobsulteng
@reiÂ®:tukang hoax rangkap peramalðŸ¥´ hoax beredar di wa narasi di ikn nusantara ga mudah nemuin mâ€¦,@reiÂ®
@ê­»Î¸ê®¶Î¸á¼â´Žê®®ê®®Õ¿ê®‹ê®–Í³ê®¤ê®–ê­°Î¸ê­°Î¸:krn duit nya gurih klo dr pemudik yg rata org muslim ðŸ˜ðŸ¤­ maklum lg butuh dana bwt ikn standar ganda laâ€¦,@ê­»Î¸ê®¶Î¸á¼â´Žê®®ê®®Õ¿ê®‹ê®–Í³ê®¤ê®–ê­°Î¸ê­°Î¸
@ðŸ–¤blackangelðŸ–¤:ganesha id nah cocok patungan deh lu sono bwt bangun ikn,@ðŸ–¤blackangelðŸ–¤
@murtie:ganesha jd ban serep g blh k ikn ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,@murtie
@alexandra:alkisah ngabalin bawa map proposal lalu minta sumbangan pada putin utk ikn dan putinpun tersenyâ€¦,@alexandra
@kartikayu:ikn nusantaramenuju indonesia maju dan lebih makmur,@kartikayu
@tanpanama:melayu mc ganesha id nah itu dia uda ninggalin utang banyak amp akhir ikn bâ€¦,@tanpanama
@pikiranrakyatbekasi:aksi giring ganesha psi kemah di titik nol ikn nusantara bicara intoleransi,@pikiranrakyatbekasi
@ajengcute16:tanggapi pernyataan kepala otorita ikn demokrat crowd funding bagi ikn ide aneh,@ajengcute16
@tanpanama:mc ganesha id giliran mau bangun ikn baru mau mlbtkan rakyat smpai harus rakyat maâ€¦,@tanpanama
@ðŸ…°ï¸Â®manðŸ‡µðŸ‡¸:mending uangnya dikumpulkan bentar lg ada kwajiban iuran ikn,@ðŸ…°ï¸Â®manðŸ‡µðŸ‡¸
@ciao:yah dana pemilu buat ikn udah ini pemilu batal atau kalau mau masyarakat utun dana,@ciao
@poweredbynature:didu giliran susah pemerintah mintaminta ke rakyat termasuk untuk ikn ðŸ¥´kurang baik apa rakyat selama iniâ€¦,@poweredbynature
@arish:ganesha id please di ikn jangan kasih lapak buat orang ini ðŸ¥µ,@arish
@liputan6.com:infrastruktur jalan dan air di ikn nusantara sudah mulai dibangun,@liputan6.com
@michaeljordan23:yg ngebet pgn bangun ikn siapa eh ujungnya mlh rakyat disuruh urunan ruwet,@michaeljordan23
@takadaotake...:mc ganesha id udah iuran berapa rp untuk pendanaan ikn bong,@takadaotake...
@irwan:sridianava uu ikn bertentangan dengan uud menurut pemohon,@irwan
@2@h:kalo ga ada duit ga usah bangun ikn baru ikn lama aja udh semakin cantik,@2@h
@inlanderðŸ˜ŽndesoðŸ˜Ž:melayu mc ganesha id begitu bnyk bumn amp bumd yg ada di kalimantan ygâ€¦,@inlanderðŸ˜ŽndesoðŸ˜Ž
@elisabetbarbosa:kpk dalami dugaan bagibagi tanah kavling di ikn,@elisabetbarbosa
@pejuangrevenue:ada ga sih yg bisa prakarsa buat petisi tolak pemindahan ikn utanng merokeettt,@pejuangrevenue
@mr.zacky:bu menkeu sri mulyani segera perintahkan dirjen pajak utk tarik pajaknya mbln kan lumayan utk nambah dana ikn,@mr.zacky
@beritapolitik:penampakan giring ganesha psi sarungan dan berkemah di ikn nusantara,@beritapolitik
@josiewirakusumah:ary jackâ€¦,@josiewirakusumah
@ahadabdill:indonesia jangan malu terlihat miskin tapi malulah kita punya ikn baru tapi modal patungan atau hutang ðŸ˜‚ðŸ˜‚ðŸ˜‚,@ahadabdill
@pegabdisetan:kpk tegas awasi pembangunan ikn,@pegabdisetan
@agungprasetyo:sridianava sbnrnya pengen nonton dok tp bgitu tau ketua mk nya lg mabuk asmara jadi males sy malah kepikiranâ€¦,@agungprasetyo
@deka:udah tahu ga berduit tetap maksa pindah ikn sekarang ngemis minta dukungan dan dana rakyat padahaâ€¦,@deka
@jeffry:ikn nusantara,@jeffry
@el-idarrus:haalaaahhh manalah tuh ebong mikirin urunan ikn buat bayar listrik beli minyak goreng aja nunggu transferan,@el-idarrus
@epistemainstitute:ksp minta badan otorita cermat identifikasi pemilikan tanah di ikn nusantara,@epistemainstitute
@plasticgooner:ganesha id kalau sudah terlanjur mundur dari bursa calon presiden utk kali ini permintaan dari anakâ€¦,@plasticgooner
@dephmtrinugraha:ganesha id siap urunan brp nih id utk pembangunan ikn,@dephmtrinugraha
@biya:woos official saya penggemar bbiknâ€¦,@biya
@el_niÃ±o_mÃ s_jÃ²vÃ¨Ã±ðŸ˜„:ganesha id wahh da bos barutut nih mau patungan buat ikn ea ga ring ðŸ˜‚ðŸ˜‚ðŸ˜‚,@el_niÃ±o_mÃ s_jÃ²vÃ¨Ã±ðŸ˜„
@giewahyudi:penunjukan bambang susantono dan donny rahajoe sebagai kepala dan wakil kepala otorita ikn nusantara yang berasal dâ€¦,@giewahyudi
@indonesiablue:mufc mahesa protes pembangunan yang mana kereta cepat bandunâ€¦,@indonesiablue
@ðŸ…±ðŸ…´ðŸ…½ðŸ†ƒðŸ…¾:dipa nusantara aidit dn aidit tokoh partai komunis indonesia ibu kota nusantara ikn kenapa memakai nusanâ€¦,@ðŸ…±ðŸ…´ðŸ…½ðŸ†ƒðŸ…¾
@651safamedia:berita terkini amburdul pendanaan ikn catut duit rkyat trncam ggal tonton video lengkapnya,@651safamedia
@pikiranrakyat:bersarung di ikn seperti jokowi giring berniat bangun kantor psi menjaga ibu kota dari kaum intoleran,@pikiranrakyat
@ðŸ¬_popeye_âš“:proyek ikn sangat mustahil untuk waktu saat ini mereka hanya jadikan lahan untuk di rampok,@ðŸ¬_popeye_âš“
@ziz:bagus klo ganti presidenbiar proyek ikn gk berlanjut biar gk betambh lg hutang indonesia yg diperas slalu rakyatnya,@@ziz
@firmansyah:proyek ikn nusantata pemerintah jamin tak akan ada pengambilan lahan secara paksa,@firmansyah
@drevasridianachaniago:live now sidang mahkamah konstitusi terkait gugatan uu ikn sidang perkara nomor puuâ€¦,@drevasridianachaniago
@bangrizal056:kami sibuk antri minyak goreng sibuk urunan bangun ikn sibuk periode sibuk balapanâ€¦,@bangrizal056
@kangnongkrong:kalau ada panitia yg memungut saweran dana proyek ikn datang ke tempat kalian kalian harus simpati karena dia pengâ€¦,@kangnongkrong
@irwan:di bali ada tempat yg asiik untuk kemahjangan di ikn aja lah,@irwan
@rizki44874585:ganesha siapsiap didatangi warga sekitar yang tanah adatnya di patok oleh ikn ya ring,@rizki44874585
@â€ðŸƒwiedðŸ‡²ðŸ‡¨ðŸ‡µðŸ‡¸â€:maaf anda bermimpi jangan kaget kalau bangun anda dimintai saweran untuk membangun iknðŸ™ðŸ˜…,@â€ðŸƒwiedðŸ‡²ðŸ‡¨ðŸ‡µðŸ‡¸â€
@law-justice.co|news&investigation:ilmu jurus mabuk pembiayaan ikn,@law-justice.co|news&investigation
@ahadabdill:sejengkal tanah kalau bukan hak nya gak akan ada berkah walaupun dengan alasan ikn,@ahadabdill
@thelexlinchoeng:tenda nya cuman orangnya hayooo ngapain tuh mau indehoy ya ternak pak jokowi ketinggalan di ikn ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,@thelexlinchoeng
@andiabdulsyukur:boroboro mikirin ikn ngurus minyak goreng aja susahðŸ¤£ðŸ¤£ðŸ¤£,@andiabdulsyukur
@voiceofreason:id nat â€¦,@voiceofreason
@harunipji:lfthada tapi bikin akta nya pakai nama yayasan ikn,@harunipji
@jumaedi:kpk dalami dugaan bagi bagi kavling ikn nusantara,@jumaedi
@biangâ˜:mc ganesha id jgn lupa iuran yaa utk bangun ikn kadrun nggk boleh iuran cukup cebong saja yg iuranðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ¤£,@biangâ˜
@cnbcindonesia:begini nasib pns yang tak kebagian rumah dinas di ikn baru ri,@cnbcindonesia
@bejo:aditt zenn mohon maaf kalimantan sedang sibuk ikn karena dan mengurusiâ€¦,@bejo
@memedjoely:ini fakta kelancaran mobilitas juga kecintaan industri megah disiplin daerah modal penarik industri dunia jakartâ€¦,@memedjoely
@biangâ˜:ganesha id jgn lupa iuran bangun ikn ringðŸ˜‚ðŸ¤£,@biangâ˜
@diaz:masyarakat lg aj yg d cekikdmn darurat nya coba bikin ikn,@diaz
@siraulnanebat:yang kemaren milih ga perlu nyumbang untuk ikn kan pak,@siraulnanebat
@kedaipenacom:guru besar dan dekan fahutan seindonesia ke ikn bahas menuju hutan alam tropika kalimantan,@kedaipenacom
@awan84cerah:ayo yg ngebet bgt pegang ikn silakan sumbang,@awan84cerah
@toleranpancasila.:sahaluddin ini mungkin setres ikn apa ganggu dapur bro,@toleranpancasila.
@ghotd.eqq:ikn jadi contoh,@ghotd.eqq
@rahmatnurdiansyah:puan blakblakan soal kekhawatiran potensi proyek ikn mangkrak,@rahmatnurdiansyah
@vladimirputoutðŸ´ðŸ³ï¸â€ðŸŒˆâƒ :mending bulatin dulu di formula electric buat sekalian kampanye mobil listrik katanya ikn khusus yg siap ke mobil listrik,@vladimirputoutðŸ´ðŸ³ï¸â€ðŸŒˆâƒ
@bocahudik:ganesha id kira psi patungan dana berapa duit untuk ikn,@bocahudik
@bocahudik:mc ganesha id emangnya ikn udah jdi,@bocahudik
@beritaproperti:rumah pns di ikn dibangun pakai teknologi canggih seperti apa,@beritaproperti
@#buzzerrpprovokator:ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ apa itu maksudnya kyk buka kotak amal utk ikn gitu ato gimana nih bro mo nyumbang gakâ€¦,@#buzzerrpprovokator
@ilhamhusein:kyaknya harus dihentikan pkselagi ikn belum dimulai pembangunankalo tidak akan semakin tidak kuâ€¦,@ilhamhusein
@jajangridwank.:ikn krn org ini sangat kaku jd dia tdk akn bisa dan mampu mengajak org dgn pandangan ygâ€¦,@jajangridwank.
@damaiituindah:duitnya sudah gak ada tapi ikn tetap lanjut,@damaiituindah
@ðŸ‡²ðŸ‡¨gbowtooðŸ‡²ðŸ‡¨nkritanahairkuðŸ‡²ðŸ‡¨:mc ganesha id cebong dilarang masuk ikn bikinnya pake duit kadrun ðŸ¤£ðŸ˜‚,@ðŸ‡²ðŸ‡¨gbowtooðŸ‡²ðŸ‡¨nkritanahairkuðŸ‡²ðŸ‡¨
@beni:didu naikin pajak semua pajakkalau perlu pajak ikn di buat wajib kalau perlu per no ktp di wajibkan menanâ€¦,@beni
@morodjoyo:wacana ikn minta di danai dari masyarakat kek dari investor asing kek sejatinya tidaklah urgentâ€¦,@morodjoyo
@jems:ah kebanyakan nyimeng lo marley ikn noh lo urusin yg ga punya duit buat investasi,@jems
@basuki_milagros:di beritakan ampe skrng giring masih berkemas nungguin hutan ikn biar nanti disitulah didirikan patung giring sarungan wkkkk,@basuki_milagros
@jajangridwank.:kepala ikn yg terpilih skg adalah seorg teknokrat dan kebetulan adik kelas saya namun kâ€¦,@jajangridwank.
@republika.co.id:ikn nusantara diharapkan menjadi kebanggaan seluruh entitas suku yang beragam,@republika.co.id
@ðŸ¤«alexthe-whispererðŸ¤«:tv yang layak itu tunda ikn karena pemerintah mau melanjutkan pembangunan hambalang yakah ðŸ˜‚ðŸ˜‚ðŸ˜‚,@ðŸ¤«alexthe-whispererðŸ¤«
@pegabdisetan:kpk siap bongkar ada mafia yang bagibagi kapling tanah di ikn,@pegabdisetan
@voi.id:sedikitnya tiga orang ditetapkan menjadi tersangka penambangan batu bara ilegal di km taman hutan raya bukit soeâ€¦,@voi.id
@ochi:pasti ada pak cuma kita sulit melihatnya karena biasanya mereka tidak menonjol di mediaâ€¦,@ochi
@#ð–€áƒ§ÏƒÆ™ðŸ…±Î±ÆˆÆ™:pengin lihat ada jokower ngider lagi cari sumbangan di jalan atau pasar bawa kotak sumbangan dan poster relawanâ€¦,@#ð–€áƒ§ÏƒÆ™ðŸ…±Î±ÆˆÆ™
@doelpaten:pajak wong cilik dipake utk bangun ka cepat tol ka bandara wisata premium bandara ikn padahal mereka gakâ€¦,@doelpaten
@iwansetiawan:nat id ngomong opo to lek wis mangan durung kalo ente mau berdiri menjaga ikn gih sonâ€¦,@iwansetiawan
@tuandinegerisendiri:sedang menggantikan peran orang utan yg punah digusur ikn,@tuandinegerisendiri
@demokrattv:tentu kalau pertanyaannya layakkah pemilu ditunda dengan alasan pemindahan ikn maka jawabannya secara tegas dan fâ€¦,@demokrattv
@â™ˆâ™:mc ganesha id sampai jokowi lenser pun ikn itu gj terbangun kareâ€¦,@â™ˆâ™
@wakwau:lfthada jadi uang sitaan itu silahkan pakai buat ikn tanpa membebani rakyat,@wakwau
@latif:kau urus pak sby gak levelkau di suruh urunan bangun ikn itu sisihkan rezeâ€¦,@@latif
@wanhaii:suruh danai ikn,@wanhaii
@malika:ini dia salah satu minoritas hatinya penuh kebencian terhadap islamulama dan arab dia buta dan tuli kâ€¦,@malika
@bagusgenjing:didu ya klo stuju dgn ikn silahkan berdonasi atau urunan ya klo saya sih ga setuju dan ogah mau urunan,@bagusgenjing
@#ngopi:ngga pada sadar yaa maksud pemindahan pemilu buat ikn terwujud emang pada rampok ya negara yg biayai siâ€¦,@#ngopi
@cowokgembel:ikn meningkatkan pertumbuhan ekonomi indonesia,@cowokgembel
@yadipahlawi:lu mau bikin ikn gak nanya dulu ama rakyat giliran empotan duit tak juga datang skrg ngarep rakyat uâ€¦,@yadipahlawi
@peaceâœŒ:janji mu mna pak buat pelabuhan di maluku yg ini aja blum di tepatin tp ngotot pengen bangun ikn,@peaceâœŒ
@wahibb.sopari:kepala ikn meminta urunan dari rakyat rakyat menolak urunan rakyat demo berjilidÂ² alasan karena pâ€¦,@wahibb.sopari
@arafatðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸ðŸ‡¹ðŸ‡·:siapkan dana buat ikn dulu ðŸ˜€ðŸ˜€,@arafatðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸ðŸ‡¹ðŸ‡·
@donilopal:ganesha id org ini bego apa gmn yaaikn itu cuma hayalanlha wong ga ada duiitt kok soksokanâ€¦,@donilopal
@resty_solehah:ikn lo urusin noh urusin daerah lo dulu mo bangkrut gara wan abudd mending loâ€¦,@resty_solehah
@rajumusba:didu sopo yo seng gelem saweran ikn ðŸ˜Ž,@rajumusba
@âš’er:ikn kubangun kujaga kubela,@âš’er
@gakkumklhk:baca selengkapnya di dengan judul amankan kawasan ikn gakkum klhk kembali tindak pelakuâ€¦,@gakkumklhk
@aditiadonis:lee punya aset investasi di jakarta singapore sbg representatif assetâ€¦,@aditiadonis
@gakkumklhk:ditjen gakkum amankan kawasan ikn gakkum klhk kembali tindak pelaku tambang ilegal di tahura bukit soeharto kalâ€¦,@gakkumklhk
@tempo.co:dirjen penegakan hukum klhk menangkap penambang batu bara ilegal yang beroperasi di kawasan ikn,@tempo.co
@gacoor:semoga presiden berikutnya punya komitmen untuk ikn,@gacoor
@cumananyakok:jalan rusak semuamalah buat ikn yg ngak berguna presiden konslet,@cumananyakok
@camelaila:boroboro urunan buat ikn,@camelaila
@mawh:kajiannya sudah lama sekali kalau tidak kita eksekusi kajiankajian yang ada ya sampai kapanpun tidak akan terjadiâ€¦,@mawh
@roni:ternyata copy paste ðŸ¤­,@roni
@brutyis:terima kasih pak jokowi,@brutyis
@jzaynak:apa gunanya vaksin pak antigen lah pcr lah apa duitnya mau buat bangun ikn kah,@jzaynak
@ambarraharjo:saya mendukung ikn,@ambarraharjo
@andistaastari:kajian pembangunan ikn sudah lama direncanakan dan dieksekusi,@andistaastari
@bontangpost.id:maret ini menyelesaikan rancangan peraturan pemerintah tentang kewenangan khusus otorita ikn,@bontangpost.id
@nana:sblm nge halu bangun indonesia gimana kalau lo ajakin anak buah lo dan kaderÂ² id nat â€¦,@nana
@cnnindonesia:tim menyambangi wilayah sepaku kalimantan timur yang akan menjadi ikn baru indonesia jangan lewatkâ€¦,@cnnindonesia
@mekoyulianto:pengen banget melu nyawer buat ikn ben ada tabungan jariyah gtu,@mekoyulianto
@adiechandrafutrahr:ikn tidak usah di urusin krn sdh ada yg mengurusi nya,@adiechandrafutrahr
@camelaila:jangan banyak bacot segera urunan buat ikn,@camelaila
@aÉ³ÏƒÉ³Î¹mÏÏ…Ê‚:itu para jin berhamburan dari kendi kemaren keliling nyebar propsal ikn ke mana,@aÉ³ÏƒÉ³Î¹mÏÏ…Ê‚
@syahrun_$rg...:dengar minta negara arab ntuk investasi ke ikn,@syahrun_$rg...
@wâ™¨ngpamungâ‚­as:penduduk indonesia juta lebih kalau patungan per bln rb terkumpul tbln nggak sampai thn biaya ikn luâ€¦,@wâ™¨ngpamungâ‚­as
@ðŸ…±ðŸ…´ðŸ…½ðŸ†ƒðŸ…¾:didu bukan berat tetapi calon investor sudah mengendus adanya aroma gagal total itu sebabnya calon invâ€¦,@ðŸ…±ðŸ…´ðŸ…½ðŸ†ƒðŸ…¾
@intangmedia:dari titik nol ikn di deklarasikan dewan pers media online indonesia dp moi,@intangmedia
@zahrahhasaniii:ketua ri puan maharani melihat potensi proyek ikn ini akan mangkrak dan rentan menjadi lahan korupsi lho iâ€¦,@zahrahhasaniii
@lord__saurus:anggota dpr asal maluku merasa dibohongi presiden dan menkomarves ka capat bisa bikin ikn maksa bikin giliranâ€¦,@lord__saurus
@ridwanmarpaung:hanya yg berdoa spy ikn gagal sajayg berpikir seperti itumaju terus pembangunan in sha allah diberi hidayahnya,@ridwanmarpaung
@d.mehong:baleendah mah daerah kabupaten kheseus mun d alam ghaib mh ikn na teh d be a,@d.mehong
@agung:minta pembelaan dedi sitorusbeliau paham dg kalimantan utaramungkin sampai ikn juga,@agung
@malika:bangun ikn safari ke negri kadrun arab ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ otak loe benerÂ² ga tau terima kasih ðŸ¤£,@malika
